"filename", "language", "C++", "Markdown", "Makefile", "CMake", "Shell Script", "Batch", "YAML", "HTML", "SCSS", "Python", "comment", "blank", "total"
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/googletest-param-test-invalid-name1-test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 32, 16, 64
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/googletest-param-test-invalid-name1-test_.cc", "C++", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 7, 47
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/googletest-param-test-invalid-name2-test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 32, 16, 64
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/googletest-param-test-invalid-name2-test_.cc", "C++", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 8, 53
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/googletest-param-test-test.cc", "C++", 843, 0, 0, 0, 0, 0, 0, 0, 0, 0, 192, 209, 1244
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/googletest-param-test-test.h", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 6, 50
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/googletest-param-test2-test.cc", "C++", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 7, 59
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/googletest-port-test.cc", "C++", 979, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 222, 1302
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/googletest-printers-test.cc", "C++", 1437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 303, 325, 2065
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/googletest-setuptestsuite-test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 31, 10, 59
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/googletest-setuptestsuite-test_.cc", "C++", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 6, 45
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/googletest-shuffle-test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 245, 73, 61, 379
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/googletest-shuffle-test_.cc", "C++", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 19, 100
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/googletest-test-part-test.cc", "C++", 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 33, 221
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/googletest-throw-on-failure-test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 68, 36, 167
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/googletest-throw-on-failure-test_.cc", "C++", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 10, 72
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/googletest-uninitialized-test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 33, 16, 71
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/googletest-uninitialized-test_.cc", "C++", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 4, 40
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest-typed-test2_test.cc", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 4, 40
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest-typed-test_test.cc", "C++", 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 90, 424
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest-typed-test_test.h", "C++", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 11, 58
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest-unittest-api_test.cc", "C++", 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 60, 329
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_all_test.cc", "C++", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 2, 47
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_assert_by_exception_test.cc", "C++", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 17, 113
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_dirs_test.cc", "C++", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 19, 102
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_environment_test.cc", "C++", 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 24, 188
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_help_test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 64, 30, 184
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_help_test_.cc", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 5, 45
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_json_test_utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 38, 7, 68
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_list_output_unittest.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 225, 50, 15, 290
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_list_output_unittest_.cc", "C++", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 11, 78
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_main_unittest.cc", "C++", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 7, 43
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_no_test_unittest.cc", "C++", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 6, 55
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_pred_impl_unittest.cc", "C++", 1394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 431, 246, 2071
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_premature_exit_test.cc", "C++", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 20, 129
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_prod_test.cc", "C++", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 8, 57
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_repeat_test.cc", "C++", 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 44, 221
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_skip_check_output_test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 36, 10, 61
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_skip_environment_check_output_test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 36, 9, 56
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_skip_in_environment_setup_test.cc", "C++", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 8, 51
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_skip_test.cc", "C++", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 7, 52
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_sole_header_test.cc", "C++", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 8, 55
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_stress_test.cc", "C++", 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 39, 246
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_test_macro_stack_footprint_test.cc", "C++", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 9, 90
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_test_utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 101, 53, 263
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_testbridge_test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 31, 14, 64
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_testbridge_test_.cc", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 6, 43
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_throw_on_failure_ex_test.cc", "C++", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 13, 91
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_unittest.cc", "C++", 5364, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1114, 1346, 7824
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_xml_outfile1_test_.cc", "C++", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 4, 44
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_xml_outfile2_test_.cc", "C++", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 14, 78
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_xml_outfiles_test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 35, 18, 148
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_xml_output_unittest.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 374, 100, 40, 514
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_xml_output_unittest_.cc", "C++", 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 40, 218
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/gtest_xml_test_utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 98, 16, 243
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/production.cc", "C++", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 4, 36
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-src/googletest/test/production.h", "C++", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 10, 56
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-subbuild/CMakeLists.txt", "CMake", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 11, 43
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/_deps/googletest-subbuild/Makefile", "Makefile", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 46, 42, 163
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/apps/clock_face.cpp", "C++", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 41
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/apps/draw_circle.cpp", "C++", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 69
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/apps/draw_shaded_circle.cpp", "C++", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 85
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/apps/plot_projectile.cpp", "C++", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 36
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/include/ray_tracer/demo/cannon.h", "C++", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/include/ray_tracer/geometry/intersection.h", "C++", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/include/ray_tracer/geometry/sphere.h", "C++", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/include/ray_tracer/img/canvas.h", "C++", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 28
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/include/ray_tracer/img/color.h", "C++", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 42
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/include/ray_tracer/lighting/light.h", "C++", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/include/ray_tracer/lighting/material.h", "C++", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/include/ray_tracer/math/matrix.h", "C++", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 37
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/include/ray_tracer/math/ray.h", "C++", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/include/ray_tracer/math/transform.h", "C++", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/include/ray_tracer/math/tuple.h", "C++", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20, 84
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/include/ray_tracer/math/util.h", "C++", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/src/geometry/intersection.cpp", "C++", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 50
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/src/geometry/sphere.cpp", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/src/img/canvas.cpp", "C++", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 69
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/src/lighting/light.cpp", "C++", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 45
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/src/lighting/material.cpp", "C++", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/src/math/matrix.cpp", "C++", 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 138
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/src/math/ray.cpp", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/src/math/transform.cpp", "C++", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 78
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/src/math/tuple.cpp", "C++", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/tests/canvas_tests.cpp", "C++", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 55
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/tests/color_tests.cpp", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 58
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/tests/geo_tests.cpp", "C++", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 93
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/tests/intersection_tests.cpp", "C++", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 63
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/tests/light_tests.cpp", "C++", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 81
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/tests/matrix_tests.cpp", "C++", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 84
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/tests/misc_tests.cpp", "C++", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/tests/ray_tests.cpp", "C++", 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 83
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/tests/sphere_tests.cpp", "C++", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 84
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/tests/test_helpers.h", "C++", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 76
"/Users/jackgezalian/Development/C++ Projects/ray_tracer_challenge/tests/transform_tests.cpp", "C++", 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 170
"Total", "-", 55624, 10429, 489, 569, 152, 54, 135, 57, 165, 4278, 23174, 17901, 113027